<<<<<<< Updated upstream
"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","estado_pil","tipo_v","color_v","modelo_v","causa_ac"
12,"Febrero","Viernes",8,"Izabal","Rural",99,"Hombre",25,"Ignorado","Automovil","Negro",1997,"Colision"
9,"Diciembre","Jueves",8,"Escuintla","Rural",99,"Hombre",60,"Ignorado","Motocicleta","Rojo",2007,"Colision"
11,"Octubre","Lunes",8,"Escuintla","Rural",99,"Hombre",41,"No Ebrio","Pick-up","Blanco",2009,"Colision"
2,"Junio","Miercoles",8,"Guatemala","Urbano",3,"Hombre",27,"No Ebrio","Bus extraurbano","Amarillo",9999,"Choque"
13,"Septiembre","Lunes",8,"Escuintla","Rural",99,"Hombre",23,"Ignorado","Motocicleta","Negro",2009,"Colision"
21,"Diciembre","Martes",10,"Guatemala","Rural",99,"Ignorado",999,"Ignorado","Bus extraurbano","Verde",1990,"Vuelco"
21,"Marzo","Domingo",12,"Peten","Rural",99,"Hombre",52,"No Ebrio","Camion","Blanco",1996,"Colision"
7,"Abril","Miercoles",15,"Escuintla","Rural",99,"Hombre",63,"No Ebrio","Pick-up","Verde",9999,"Colision"
7,"Septiembre","Martes",15,"Guatemala","Urbano",12,"Hombre",33,"No Ebrio","Camion","Blanco",9999,"Choque"
15,"Noviembre","Lunes",15,"Guatemala","Rural",99,"Hombre",999,"No Ebrio","Cabezal","Blanco",9999,"Vuelco"
19,"Diciembre","Domingo",16,"San Marcos","Rural",99,"Hombre",999,"Ignorado","Microbus","Verde",9999,"Vuelco"
27,"Septiembre","Lunes",17,"Jutiapa","Rural",99,"Hombre",26,"No Ebrio","Pick-up","Negro",9999,"Colision"
5,"Julio","Lunes",18,"Chimaltenango","Rural",99,"Hombre",31,"No Ebrio","Automovil","Negro",1997,"Colision"
14,"Mayo","Viernes",18,"Totonicapan","Rural",99,"Hombre",35,"No Ebrio","Automovil","Rojo",9999,"Colision"
19,"Noviembre","Viernes",18,"Escuintla","Rural",99,"Hombre",40,"Ignorado","Pick-up","Beige",9999,"Caida"
23,"Febrero","Martes",19,"Guatemala","Urbano",8,"Hombre",45,"Ignorado","Automovil","Negro",9999,"Caida"
18,"Marzo","Jueves",19,"Guatemala","Rural",99,"Hombre",43,"Ignorado","Motocicleta","Rojo",9999,"Choque"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Mujer",27,"No Ebrio","Pick-up","Corinto",1995,"Vuelco"
23,"Julio","Viernes",20,"Escuintla","Rural",99,"Hombre",23,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
1,"Abril","Jueves",20,"Escuintla","Rural",99,"Hombre",43,"No Ebrio","Camioneta","Ignorado",9999,"Caida"
5,"Mayo","Miercoles",20,"Quiche","Rural",99,"Hombre",46,"No Ebrio","Camion","Amarillo",9999,"Caida"
16,"Marzo","Martes",20,"Escuintla","Rural",99,"Hombre",23,"Ignorado","Automovil","Gris",9999,"Choque"
31,"Marzo","Miercoles",20,"Escuintla","Rural",99,"Hombre",45,"Ebrio","Camioneta","Gris",9999,"Caida"
18,"Diciembre","Sabado",22,"Escuintla","Rural",99,"Hombre",35,"Ignorado","Automovil","Gris",9999,"Colision"
4,"Octubre","Lunes",23,"Escuintla","Urbano",99,"Hombre",31,"Ebrio","Pick-up","Verde",1986,"Colision"
8,"Mayo","Sabado",23,"Chimaltenango","Rural",99,"Ignorado",999,"Ignorado","Camion","Ignorado",9999,"Colision"
14,"Noviembre","Domingo",8,"Huehuetenango","Rural",99,"Hombre",56,"No Ebrio","Camioneta","Azul",9999,"Caida"
28,"Febrero","Domingo",8,"El Progreso","Rural",99,"Hombre",29,"Ignorado","Automovil","Blanco",9999,"Colision"
6,"Septiembre","Lunes",15,"Huehuetenango","Rural",99,"Hombre",32,"No Ebrio","Pick-up","Ignorado",9999,"Colision"
21,"Febrero","Domingo",7,"San Marcos","Rural",99,"Mujer",40,"Ignorado","Automovil","Azul",9999,"Colision"
13,"Septiembre","Lunes",1,"Guatemala","Urbano",10,"Ignorado",999,"Ignorado","Automovil","Gris",9999,"Choque"
23,"Julio","Viernes",8,"Quiche","Rural",99,"Hombre",30,"No Ebrio","Pick-up","Negro",2005,"Caida"
1,"Abril","Jueves",20,"Peten","Urbano",99,"Hombre",22,"No Ebrio","Motocicleta","Azul",9999,"Colision"
25,"Diciembre","Sabado",2,"Alta Verapaz","Rural",99,"Hombre",26,"No Ebrio","Automovil","Verde",1998,"Colision"
5,"Junio","Sabado",2,"Izabal","Rural",99,"Mujer",40,"No Ebrio","Bus urbano","Amarillo",2003,"Caida"
21,"Noviembre","Domingo",2,"Escuintla","Rural",99,"Mujer",28,"No Ebrio","Automovil","Azul",9999,"Choque"
19,"Noviembre","Viernes",7,"Quiche","Rural",99,"Ignorado",999,"No Ebrio","Bus urbano","Blanco",9999,"Choque"
28,"Septiembre","Martes",8,"Escuintla","Rural",99,"Mujer",26,"Ignorado","Automovil","Azul",2008,"Colision"
9,"Septiembre","Jueves",9,"Guatemala","Rural",99,"Hombre",38,"Ignorado","Automovil","Blanco",9999,"Colision"
9,"Mayo","Domingo",9,"Suchitepequez","Rural",99,"Hombre",32,"No Ebrio","Pick-up","Cafe",9999,"Vuelco"
16,"Febrero","Martes",11,"Peten","Rural",99,"Hombre",35,"Ignorado","Pick-up","Rojo",1995,"Colision"
15,"Septiembre","Miercoles",12,"Huehuetenango","Urbano",10,"Mujer",50,"Ignorado","Motocicleta","Ignorado",9999,"Colision"
4,"Abril","Domingo",13,"Izabal","Rural",99,"Hombre",34,"No Ebrio","Bus urbano","Ignorado",9999,"Colision"
30,"Enero","Sabado",13,"Zacapa","Rural",99,"Hombre",30,"Ignorado","Pick-up","Azul",9999,"Colision"
26,"Abril","Lunes",13,"Peten","Rural",99,"Hombre",35,"No Ebrio","Microbus","Blanco",9999,"Vuelco"
11,"Abril","Domingo",15,"Chimaltenango","Rural",99,"Hombre",26,"Ignorado","Motocicleta","Azul",9999,"Colision"
19,"Diciembre","Domingo",15,"Escuintla","Rural",99,"Hombre",48,"Ignorado","Camioneta","Corinto",9999,"Colision"
16,"Mayo","Domingo",16,"Guatemala","Urbano",7,"Hombre",27,"No Ebrio","Automovil","Negro",1997,"Colision"
7,"Junio","Lunes",16,"Santa Rosa","Rural",99,"Hombre",40,"No Ebrio","Pick-up","Rojo",9999,"Vuelco"
10,"Octubre","Domingo",19,"Izabal","Rural",99,"Ignorado",999,"Ignorado","Camioneta","Ignorado",9999,"Choque"
20,"Noviembre","Sabado",12,"Peten","Rural",99,"Hombre",38,"No Ebrio","Microbus","Beige",9999,"Vuelco"
14,"Diciembre","Martes",16,"San Marcos","Rural",99,"Hombre",31,"Ignorado","Pick-up","Corinto",9999,"Choque"
10,"Abril","Sabado",17,"Izabal","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Gris",9999,"Caida"
4,"Octubre","Lunes",15,"Chiquimula","Rural",99,"Hombre",999,"Ignorado","Pick-up","Ignorado",9999,"Colision"
10,"Mayo","Lunes",19,"Escuintla","Rural",99,"Hombre",38,"No Ebrio","Motocicleta","Ignorado",9999,"Colision"
12,"Marzo","Viernes",20,"Sacatepequez","Rural",99,"Hombre",40,"Ignorado","Motocicleta","Rojo",9999,"Colision"
29,"Octubre","Viernes",20,"Huehuetenango","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Azul",9999,"Vuelco"
15,"Octubre","Viernes",0,"Zacapa","Rural",99,"Hombre",42,"No Ebrio","Pick-up","Azul",9999,"Colision"
20,"Noviembre","Sabado",0,"Guatemala","Urbano",99,"Hombre",21,"No Ebrio","Motocicleta","Gris",9999,"Colision"
17,"Abril","Sabado",0,"Guatemala","Urbano",1,"Hombre",19,"Ignorado","Automovil","Negro",9999,"Colision"
31,"Enero","Domingo",0,"Jutiapa","Rural",99,"Hombre",23,"Ignorado","Motocicleta","Azul",9999,"Colision"
23,"Diciembre","Jueves",0,"Guatemala","Urbano",1,"Hombre",41,"No Ebrio","Automovil","Blanco",2007,"Colision"
3,"Diciembre","Viernes",0,"Quetzaltenango","Urbano",99,"Hombre",25,"Ignorado","Automovil","Azul",9999,"Colision"
17,"Febrero","Miercoles",0,"Sacatepequez","Rural",99,"Hombre",21,"Ignorado","Pick-up","Blanco",9999,"Colision"
16,"Marzo","Martes",0,"Chiquimula","Urbano",99,"Hombre",21,"Ignorado","Pick-up","Verde",1994,"Vuelco"
17,"Diciembre","Viernes",0,"Guatemala","Urbano",13,"Hombre",18,"Ebrio","Motocicleta","Azul",2007,"Choque"
24,"Enero","Domingo",0,"Suchitepequez","Rural",99,"Hombre",20,"Ignorado","Camioneta","Negro",2000,"Vuelco"
21,"Noviembre","Domingo",0,"Peten","Rural",99,"Hombre",23,"No Ebrio","Pick-up","Ignorado",9999,"Choque"
28,"Febrero","Domingo",0,"San Marcos","Rural",99,"Hombre",23,"Ignorado","Pick-up","Beige",9999,"Vuelco"
25,"Diciembre","Sabado",0,"Chiquimula","Rural",99,"Hombre",31,"Ebrio","Motocicleta","Rojo",9999,"Choque"
1,"Septiembre","Miercoles",1,"Guatemala","Urbano",18,"Hombre",52,"No Ebrio","Cabezal","Blanco",2008,"Colision"
1,"Mayo","Sabado",1,"Peten","Rural",99,"Hombre",24,"No Ebrio","Motocicleta","Ignorado",9999,"Colision"
6,"Noviembre","Sabado",1,"Guatemala","Urbano",10,"Hombre",25,"Ignorado","Automovil","Azul",9999,"Colision"
19,"Febrero","Viernes",1,"Zacapa","Rural",99,"Hombre",55,"Ignorado","Cabezal","Blanco",2002,"Colision"
11,"Abril","Domingo",1,"Huehuetenango","Rural",99,"Hombre",40,"No Ebrio","Pick-up","Ignorado",9999,"Colision"
25,"Julio","Domingo",1,"Jalapa","Rural",99,"Hombre",29,"Ignorado","Motocicleta","Rojo",9999,"Colision"
30,"Diciembre","Jueves",1,"Santa Rosa","Rural",99,"Hombre",54,"Ignorado","Tractor","Ignorado",9999,"Colision"
2,"Agosto","Lunes",1,"Peten","Rural",99,"Hombre",24,"No Ebrio","Motocicleta","Rojo",9999,"Choque"
7,"Junio","Lunes",1,"El Progreso","Rural",99,"Hombre",999,"Ignorado","Microbus","Gris",9999,"Choque"
13,"Noviembre","Sabado",1,"Guatemala","Urbano",5,"Hombre",999,"Ignorado","Automovil","Rojo",2005,"Caida"
10,"Mayo","Lunes",1,"Baja Verapaz","Rural",99,"Hombre",36,"Ignorado","Pick-up","Verde",9999,"Caida"
19,"Febrero","Viernes",1,"Escuintla","Rural",99,"Hombre",999,"No Ebrio","Cabezal","Ignorado",9999,"Caida"
18,"Julio","Domingo",1,"Guatemala","Rural",10,"Hombre",34,"Ignorado","Camioneta","Negro",9999,"Choque"
19,"Julio","Lunes",1,"Peten","Rural",99,"Hombre",28,"No Ebrio","Motocicleta","Blanco",9999,"Choque"
29,"Enero","Viernes",1,"Guatemala","Urbano",18,"Hombre",26,"Ignorado","Camioneta","Corinto",9999,"Vuelco"
22,"Julio","Jueves",1,"Zacapa","Rural",99,"Hombre",24,"Ignorado","Motocicleta","Ignorado",9999,"Choque"
31,"Enero","Domingo",1,"Chimaltenango","Rural",99,"Hombre",21,"Ignorado","Pick-up","Ignorado",9999,"Choque"
24,"Julio","Sabado",1,"Zacapa","Rural",99,"Hombre",25,"Ebrio","Motocicleta","Negro",2009,"Vuelco"
3,"Diciembre","Viernes",2,"Quetzaltenango","Urbano",99,"Hombre",22,"Ignorado","Motocicleta","Rojo",2008,"Colision"
13,"Diciembre","Lunes",2,"Izabal","Rural",99,"Hombre",19,"Ignorado","Motocicleta","Negro",9999,"Colision"
2,"Junio","Miercoles",2,"Guatemala","Urbano",11,"Hombre",28,"No Ebrio","Motocicleta","Rojo",2007,"Choque"
1,"Abril","Jueves",2,"San Marcos","Rural",99,"Hombre",27,"Ebrio","Pick-up","Rojo",1984,"Choque"
4,"Diciembre","Sabado",2,"Guatemala","Urbano",12,"Hombre",29,"Ignorado","Pick-up","Blanco",9999,"Choque"
12,"Marzo","Viernes",2,"Guatemala","Urbano",13,"Hombre",38,"Ignorado","Motocicleta","Rojo",9999,"Choque"
17,"Junio","Jueves",2,"El Progreso","Rural",99,"Hombre",45,"No Ebrio","Cabezal","Azul",9999,"Caida"
18,"Septiembre","Sabado",2,"Chimaltenango","Rural",99,"Hombre",40,"No Ebrio","Pick-up","Blanco",9999,"Caida"
25,"Octubre","Lunes",2,"Sacatepequez","Rural",99,"Hombre",48,"No Ebrio","Camion","Azul",9999,"Caida"
27,"Junio","Domingo",2,"El Progreso","Rural",99,"Hombre",38,"No Ebrio","Pick-up","Negro",9999,"Caida"
28,"Julio","Miercoles",2,"San Marcos","Rural",99,"Hombre",62,"No Ebrio","Pick-up","Gris",9999,"Caida"
30,"Agosto","Lunes",2,"Baja Verapaz","Rural",99,"Hombre",33,"No Ebrio","Motocicleta","Negro",9999,"Choque"
2,"Agosto","Lunes",3,"Guatemala","Urbano",1,"Hombre",27,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
6,"Junio","Domingo",3,"Escuintla","Rural",99,"Hombre",51,"No Ebrio","Cabezal","Anaranjado",2002,"Colision"
11,"Enero","Lunes",3,"Escuintla","Rural",99,"Hombre",25,"Ignorado","Motocicleta","Negro",9999,"Colision"
17,"Octubre","Domingo",3,"Izabal","Rural",99,"Hombre",28,"No Ebrio","Motocicleta","Azul",9999,"Colision"
19,"Mayo","Miercoles",3,"Izabal","Rural",99,"Hombre",36,"No Ebrio","Pick-up","Negro",9999,"Vuelco"
23,"Julio","Viernes",3,"Guatemala","Urbano",1,"Hombre",30,"Ignorado","Motocicleta","Ignorado",9999,"Choque"
31,"Julio","Sabado",3,"Guatemala","Urbano",7,"Hombre",24,"Ebrio","Automovil","Gris",9999,"Choque"
2,"Mayo","Domingo",4,"Guatemala","Rural",99,"Hombre",30,"Ignorado","Motocicleta","Negro",9999,"Colision"
11,"Agosto","Miercoles",4,"Escuintla","Rural",99,"Hombre",25,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
15,"Mayo","Sabado",4,"Chiquimula","Rural",99,"Hombre",22,"No Ebrio","Motocicleta","Blanco",2009,"Colision"
23,"Enero","Sabado",4,"Izabal","Rural",99,"Hombre",38,"Ignorado","Bus extraurbano","Rojo",2000,"Colision"
20,"Marzo","Sabado",4,"Suchitepequez","Rural",99,"Ignorado",999,"Ignorado","Camion","Verde",9999,"Colision"
24,"Julio","Sabado",4,"Guatemala","Urbano",6,"Hombre",24,"No Ebrio","Motocicleta","Rojo",2007,"Colision"
30,"Julio","Viernes",4,"Izabal","Urbano",99,"Hombre",28,"Ignorado","Motocicleta","Azul",9999,"Colision"
3,"Octubre","Domingo",4,"Guatemala","Urbano",3,"Hombre",30,"No Ebrio","Automovil","Amarillo",9999,"Choque"
6,"Mayo","Jueves",4,"Izabal","Rural",99,"Hombre",30,"Ignorado","Motocicleta","Rojo",9999,"Choque"
11,"Noviembre","Jueves",4,"Izabal","Rural",99,"Hombre",31,"Ignorado","Motocicleta","Ignorado",9999,"Choque"
18,"Febrero","Jueves",4,"Guatemala","Urbano",13,"Hombre",28,"Ignorado","Panel","Blanco",9999,"Choque"
16,"Diciembre","Jueves",4,"Guatemala","Rural",99,"Hombre",24,"Ebrio","Automovil","Azul",9999,"Choque"
30,"Agosto","Lunes",4,"Sacatepequez","Rural",99,"Hombre",37,"No Ebrio","Automovil","Anaranjado",9999,"Choque"
1,"Abril","Jueves",5,"Guatemala","Rural",99,"Hombre",28,"No Ebrio","Pick-up","Rojo",9999,"Caida"
2,"Abril","Viernes",5,"Peten","Rural",99,"Hombre",21,"No Ebrio","Motocicleta","Negro",2006,"Choque"
4,"Marzo","Jueves",6,"Jalapa","Rural",99,"Hombre",28,"Ignorado","Motocicleta","Ignorado",9999,"Colision"
10,"Febrero","Miercoles",6,"Guatemala","Urbano",1,"Hombre",35,"Ignorado","Bus extraurbano","Ignorado",9999,"Colision"
8,"Diciembre","Miercoles",6,"Guatemala","Urbano",12,"Hombre",30,"Ignorado","Motocicleta","Azul",9999,"Colision"
14,"Noviembre","Domingo",6,"Escuintla","Rural",99,"Hombre",33,"No Ebrio","Cabezal","Azul",1997,"Colision"
16,"Octubre","Sabado",6,"Guatemala","Rural",99,"Mujer",60,"No Ebrio","Automovil","Rojo",9999,"Colision"
15,"Noviembre","Lunes",6,"Escuintla","Rural",99,"Hombre",999,"No Ebrio","Motocicleta","Anaranjado",9999,"Colision"
15,"Julio","Jueves",6,"Chimaltenango","Rural",99,"Hombre",28,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
18,"Mayo","Martes",6,"Chimaltenango","Rural",99,"Ignorado",999,"Ignorado","Bus urbano","Anaranjado",9999,"Colision"
24,"Enero","Domingo",6,"Escuintla","Rural",99,"Hombre",23,"Ignorado","Motocicleta","Rojo",2008,"Colision"
31,"Enero","Domingo",6,"Santa Rosa","Rural",99,"Hombre",44,"No Ebrio","Pick-up","Azul",1999,"Colision"
29,"Mayo","Sabado",6,"Zacapa","Rural",99,"Hombre",30,"No Ebrio","Automovil","Verde",1995,"Colision"
11,"Noviembre","Jueves",6,"Escuintla","Rural",99,"Hombre",46,"Ignorado","Pick-up","Negro",9999,"Choque"
8,"Agosto","Domingo",6,"Santa Rosa","Rural",99,"Hombre",29,"Ignorado","Motocicleta","Rojo",2005,"Choque"
19,"Junio","Sabado",6,"Baja Verapaz","Rural",99,"Hombre",30,"No Ebrio","Motocicleta","Rojo",9999,"Choque"
21,"Noviembre","Domingo",6,"Quiche","Rural",99,"Hombre",31,"No Ebrio","Pick-up","Ignorado",9999,"Caida"
28,"Febrero","Domingo",6,"Santa Rosa","Rural",99,"Ignorado",999,"Ignorado","Motocicleta","Ignorado",9999,"Caida"
29,"Mayo","Sabado",6,"Guatemala","Urbano",5,"Hombre",30,"No Ebrio","Automovil","Ignorado",2002,"Choque"
21,"Abril","Miercoles",6,"Jutiapa","Rural",99,"Hombre",63,"No Ebrio","Ignorado","Ignorado",9999,"Choque"
10,"Junio","Jueves",7,"Jutiapa","Rural",99,"Hombre",23,"No Ebrio","Camion","Blanco",2007,"Colision"
10,"Noviembre","Miercoles",7,"Retalhuleu","Rural",99,"Hombre",64,"Ignorado","Motocicleta","Azul",2007,"Colision"
18,"Octubre","Lunes",7,"Quiche","Rural",99,"Hombre",45,"No Ebrio","Motocicleta","Ignorado",9999,"Colision"
14,"Diciembre","Martes",7,"Guatemala","Urbano",12,"Hombre",25,"Ignorado","Motocicleta","Gris",2008,"Colision"
21,"Febrero","Domingo",7,"Quiche","Rural",99,"Hombre",999,"Ignorado","Microbus","Azul",2007,"Colision"
21,"Noviembre","Domingo",7,"Guatemala","Urbano",12,"Hombre",24,"No Ebrio","Motocicleta","Azul",9999,"Colision"
28,"Septiembre","Martes",7,"Chimaltenango","Rural",99,"Hombre",35,"No Ebrio","Pick-up","Blanco",2005,"Colision"
1,"Marzo","Lunes",7,"Guatemala","Urbano",12,"Hombre",22,"Ignorado","Bus urbano","Rojo",9999,"Vuelco"
6,"Octubre","Miercoles",7,"Guatemala","Rural",99,"Hombre",25,"No Ebrio","Camion","Blanco",9999,"Choque"
5,"Julio","Lunes",7,"El Progreso","Rural",99,"Hombre",22,"No Ebrio","Automovil","Verde",1996,"Caida"
8,"Octubre","Viernes",7,"Chimaltenango","Rural",99,"Hombre",28,"Ignorado","Pick-up","Anaranjado",2003,"Caida"
16,"Septiembre","Jueves",7,"Peten","Rural",99,"Hombre",27,"No Ebrio","Motocicleta","Ignorado",9999,"Choque"
16,"Marzo","Martes",7,"El Progreso","Rural",99,"Ignorado",999,"Ignorado","Microbus","Azul",2007,"Vuelco"
23,"Octubre","Sabado",7,"Quetzaltenango","Rural",99,"Hombre",18,"Ignorado","Camion","Ignorado",9999,"Vuelco"
26,"Septiembre","Domingo",7,"Guatemala","Urbano",1,"Ignorado",999,"Ignorado","Microbus","Blanco",9999,"Choque"
27,"Marzo","Sabado",7,"Quetzaltenango","Rural",99,"Hombre",31,"No Ebrio","Camion","Blanco",9999,"Colision"
1,"Mayo","Sabado",8,"Guatemala","Urbano",4,"Hombre",37,"Ignorado","Motocicleta","Negro",9999,"Colision"
1,"Septiembre","Miercoles",8,"Guatemala","Urbano",9,"Hombre",29,"No Ebrio","Bus urbano","Amarillo",1995,"Colision"
9,"Octubre","Sabado",8,"Peten","Rural",99,"Hombre",33,"Ignorado","Motocicleta","Rojo",9999,"Colision"
16,"Junio","Miercoles",8,"Escuintla","Rural",99,"Hombre",50,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
15,"Noviembre","Lunes",8,"Escuintla","Rural",99,"Ignorado",999,"Ignorado","Motocicleta","Ignorado",9999,"Colision"
26,"Marzo","Viernes",8,"Zacapa","Rural",99,"Ignorado",999,"Ignorado","Ignorado","Ignorado",9999,"Colision"
29,"Abril","Jueves",8,"Zacapa","Rural",99,"Hombre",31,"No Ebrio","Camion","Blanco",1997,"Colision"
31,"Julio","Sabado",8,"El Progreso","Rural",99,"Hombre",23,"Ignorado","Motocicleta","Negro",2009,"Colision"
5,"Abril","Lunes",8,"Quiche","Rural",99,"Hombre",40,"No Ebrio","Pick-up","Blanco",1989,"Caida"
18,"Noviembre","Jueves",8,"Solola","Rural",99,"Hombre",18,"No Ebrio","Pick-up","Corinto",9999,"Caida"
16,"Julio","Viernes",8,"Izabal","Urbano",99,"Hombre",23,"No Ebrio","Motocicleta","Azul",9999,"Colision"
18,"Septiembre","Sabado",8,"Santa Rosa","Rural",99,"Hombre",25,"Ignorado","Pick-up","Rojo",9999,"Choque"
20,"Marzo","Sabado",8,"Escuintla","Rural",99,"Hombre",32,"No Ebrio","Motocicleta","Negro",2007,"Colision"
8,"Abril","Jueves",9,"Guatemala","Urbano",10,"Mujer",39,"No Ebrio","Automovil","Cafe",2000,"Colision"
11,"Abril","Domingo",9,"Peten","Rural",99,"Hombre",22,"No Ebrio","Mototaxi","Rojo",2005,"Colision"
21,"Agosto","Sabado",9,"Guatemala","Urbano",9,"Hombre",21,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
17,"Abril","Sabado",9,"Guatemala","Urbano",11,"Hombre",23,"Ignorado","Motocicleta","Azul",9999,"Colision"
2,"Diciembre","Jueves",9,"Guatemala","Rural",99,"Hombre",36,"Ignorado","Camion","Rojo",9999,"Choque"
2,"Marzo","Martes",9,"Peten","Rural",99,"Hombre",20,"Ignorado","Pick-up","Negro",9999,"Vuelco"
8,"Septiembre","Miercoles",9,"Escuintla","Rural",99,"Hombre",28,"Ignorado","Motocicleta","Negro",9999,"Caida"
13,"Noviembre","Sabado",9,"Baja Verapaz","Rural",99,"Hombre",31,"Ignorado","Pick-up","Rojo",1987,"Vuelco"
16,"Marzo","Martes",9,"Quiche","Rural",99,"Hombre",53,"Ignorado","Pick-up","Cafe",1987,"Vuelco"
30,"Mayo","Domingo",9,"Escuintla","Rural",99,"Hombre",21,"No Ebrio","Camioneta","Ignorado",9999,"Derrumbe, Deslave, Erupción volcanica"
30,"Mayo","Domingo",9,"Solola","Rural",99,"Hombre",999,"No Ebrio","Pick-up","Blanco",9999,"Derrumbe, Deslave, Erupción volcanica"
27,"Marzo","Sabado",9,"Escuintla","Rural",99,"Hombre",21,"No Ebrio","Motocicleta","Azul",9999,"Colision"
31,"Julio","Sabado",9,"Izabal","Urbano",99,"Hombre",45,"Ignorado","Pick-up","Rojo",9999,"Choque"
3,"Diciembre","Viernes",10,"Guatemala","Urbano",10,"Ignorado",999,"Ignorado","Bus urbano","Rojo",9999,"Colision"
6,"Febrero","Sabado",10,"El Progreso","Rural",99,"Hombre",30,"No Ebrio","Motocicleta","Gris",9999,"Colision"
6,"Mayo","Jueves",10,"Santa Rosa","Rural",99,"Hombre",19,"No Ebrio","Pick-up","Rojo",1986,"Colision"
10,"Abril","Sabado",10,"Guatemala","Rural",99,"Hombre",22,"No Ebrio","Motocicleta","Negro",9999,"Colision"
17,"Diciembre","Viernes",10,"Chimaltenango","Rural",99,"Hombre",43,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
25,"Junio","Viernes",10,"Jutiapa","Rural",99,"Hombre",22,"No Ebrio","Automovil","Negro",2009,"Colision"
24,"Octubre","Domingo",10,"Sacatepequez","Rural",99,"Hombre",19,"Ignorado","Motocicleta","Azul",9999,"Colision"
28,"Enero","Jueves",10,"Escuintla","Rural",99,"Hombre",63,"No Ebrio","Camion","Blanco",9999,"Colision"
23,"Mayo","Domingo",10,"Chimaltenango","Rural",99,"Ignorado",999,"Ignorado","Bus urbano","Verde",9999,"Colision"
21,"Diciembre","Martes",10,"Escuintla","Rural",99,"Hombre",40,"No Ebrio","Motocicleta","Azul",9999,"Colision"
30,"Julio","Viernes",10,"Guatemala","Urbano",6,"Ignorado",999,"Ignorado","Microbus","Amarillo",9999,"Colision"
12,"Diciembre","Domingo",10,"Quetzaltenango","Rural",99,"Hombre",45,"No Ebrio","Camioneta","Rojo",9999,"Caida"
17,"Marzo","Miercoles",10,"Jalapa","Rural",99,"Hombre",55,"Ignorado","Tractor","Ignorado",9999,"Caida"
